"","playerID","yearID","IPouts","WAR","pops","scale_WAR","WAR_talent"
"43","glavito02",1991,740,8.52,10625446,59.64,14179147.8906589
"44","higuete01",1986,745,9.38,10518120,65.66,12104210.7502299
"45","reuscri01",1977,756,9.46,10519324,66.22,11454111.2017017
"46","mathech01",1908,1173,11.74,1177488,82.18,10988545.40368
"47","matlajo01",1974,796,9.05,9726976,63.35,10714675.7371252
"48","parneme01",1949,886,7.98,2627066.66666667,55.86,10653018.7215137
"49","brownke01",1998,771,8.57,13420784,59.99,10519567.7952013
"50","mcginjo01",1903,1302,11.65,925353,81.55,10416864.9133849
"51","piercbi02",1955,617,6.96,3931888.88888889,48.72,10315246.53455
"52","mccorji01",1880,1973,10.47,528000,73.29,10285629.5541346
"53","dennyjo01",1983,728,7.42,10997596,51.94,9862058.49954991
"54","buffich01",1888,1201,12.1,625664,84.7,7761258.40232241
"55","niekrph01",1978,1003,9.98,10775224,69.86,7476896.89879269
"56","radboch01",1883,1897,13.09,563709,91.63,6528752.84554876
"57","wynnea01",1956,833,7.83,4196000,54.81,5660057.34662394
"58","chandsp01",1943,759,6.42,2644114.28571429,44.94,5258967.95069906
"59","willivi01",1899,1028,10.34,767697,72.38,4702490.78838961
"60","galvipu01",1884,1909,20.48,575856,143.36,4093112.97608313
"61","laryfr01",1958,781,6.67,4545500,46.69,3833256.68436568
"62","thomato02",1927,923,8.32,2126683,58.24,3646202.13854276
"63","shantbo01",1952,839,8.83,3186155.55555556,61.81,3350572.00326337
"64","palmeji01",1975,969,8.44,9214325,59.08,3167582.09537157
"65","uhlege01",1926,955,8.85,2076232,61.95,3158224.89174504
"66","oswalro01",2007,636,6.66,14945506,46.62,3066254.80725582
"67","hubbeca01",1933,926,8.9,2426788,62.3,2806372.27894807
"68","deandi01",1934,935,8.92,2476152,62.44,2359156.63932596
"69","leeth01",1941,901,8.6,2738457.14285714,60.2,2292257.11802526
"70","minormi01",2019,625,7.78,17439058,54.46,1730993.64437075
"71","degroja01",2018,651,9.58,17229392,67.06,1728606.3254454
"72","scherma01",2017,602,7.18,17011002,50.26,1711607.85879871
"73","arrieja01",2015,687,8.29,16548050,58.03,1669604.31620199
"74","iwakuhi01",2013,659,7.22,16050202,50.54,1627934.1884981
"75","priceda01",2012,633,6.63,15788192,46.41,1604998.09935476
"76","jimenub01",2010,665,7.53,15238000,52.71,1556663.76687163
"77","webbbr01",2006,705,7,14838304,49,1514879.55968436
"78","beckejo02",2007,602,6.5,14945506,45.5,1507883.72552978
"79","willido03",2005,709,7.29,14726250,51.03,1480623.31423255
"80","schilcu01",2002,778,8.6,14360976,60.2,1479114.58887781
"81","appieke01",1993,716,9.27,11494254,64.89,1456184.12370193
"82","pascuca02",1959,716,7.81,4720250,54.67,1405768.98112626
"83","coneda01",1994,515,6.87,11907616,48.09,1258530.77686107
"84","cardwdo01",1961,778,6.08,7040736,42.56,1247437.35588194
"85","blylebe01",1981,478,5.58,10856295,39.06,1231033.44933512
"86","rijojo01",1993,772,9.2,11494254,64.4,1215338.76948617
"87","brechha01",1948,700,8.74,2664566.66666667,61.18,1204422.31658839
"88","rogerst01",1982,831,7.63,11095136,53.41,1184139.97341686
"89","gubicma01",1988,809,7.74,10352680,54.18,1182019.79148345
"90","aguirha01",1962,648,7.4,5388072,51.8,1179382.4739381
"91","burnsbr01",1980,714,6.97,10911000,48.79,1167179.82723319
"92","tudorjo01",1985,825,8.1,10787000,56.7,1155739.06950538
"93","violafr01",1987,755,8.1,10437555,56.7,1123392.35551963
"94","hershor01",1989,770,6.98,10303744,48.86,1110968.53498631
"95","guidrro01",1978,821,9.58,10226168,67.06,1099992.71144873
"96","finlech01",1990,708,7.69,10170000,53.83,1098529.60796498
"97","koosmje01",1979,791,7.2,10567557,50.4,1074364.35129319
"98","bluevi01",1976,895,7.61,9549552,53.27,1040494.2521173
"99","brogler01",1960,679,7.09,6853000,49.63,1009726.96749599
"100","gossari01",1975,425,8.2,9214325,57.4,982412.620559297
"101","perryga01",1974,967,8.52,8881152,59.64,973513.186619563
"102","lynnla01",2019,625,7.61,17439058,53.27,959298.769494482
"103","gonzagi01",2017,603,6.49,17011002,45.43,938953.638917724
"104","dierkla01",1969,916,8.64,8448736,60.48,936242.197845698
"105","walshed01",1911,1106,9.16,1331140,64.12,918384.182531571
"106","cuetojo01",2014,731,6.78,16303488,47.46,907800.494590256
"107","leecl02",2013,668,6.75,16050202,47.25,893164.690922927
"108","hudliwi01",1929,841,7.51,2229367,52.57,875758.464535227
"109","drysddo01",1964,964,7.82,7588296,54.74,853442.71086155
"110","hernafe02",2010,749,7.15,15238000,50.05,851931.165343814
"111","mcdowsa01",1970,915,8.29,7569000,58.03,847993.9606834
"112","dempsry01",2008,620,6.88,15047856,48.16,839520.352562638
"113","arroybr01",2006,722,6.81,14838304,47.67,835871.477923572
"114","ellswdi01",1963,872,10.24,7408384,71.68,834686.050040459
"115","hudsoti01",2003,720,7.45,14487586,52.15,819935.234521217
"116","mussimi01",2001,686,7.12,14229514,49.84,807327.954409475
"117","purkebo01",1962,865,7.25,7225864,50.75,799208.172637236
"118","tiantlu01",1968,775,8.49,6992472,59.43,795352.102311598
"119","hamptmi01",1999,717,6.68,13764006,46.76,784508.457514544
"120","merriji01",1967,683,6.54,6712032,45.78,767779.84195988
"121","rogerke01",1998,716,7.52,13420784,52.64,766191.140989967
"122","pettian01",1997,721,8.36,13063534,58.52,747820.193179337
"123","sullifr01",1957,722,6.35,4370750,44.45,732438.939464868
"124","langsma01",1993,769,8.52,11494254,59.64,671328.419706662
"125","freelky01",2018,607,8.44,17229392,59.08,670687.564078038
"126","suttodo01",1980,637,6.25,11274700,43.75,658513.250936103
"127","valenfe01",1981,577,4.76,11187504,33.32,656142.235687942
"128","blackew01",1950,783,7.5,3147500,52.5,653338.524321949
"129","sotoma01",1982,773,7.53,11095136,52.71,650103.980248596
"130","hamelco01",2014,614,6.64,16303488,46.48,638558.354110988
"131","fordru01",1910,899,11.39,1282500,79.73,630091.18080931
"132","alexado01",1984,785,6.1,10666320,42.7,629707.357751881
"133","scottmi03",1986,826,8.37,10673944,58.59,628474.250957704
"134","salech01",2013,643,6.53,16050202,45.71,628442.244470247
"135","strasst01",2017,526,6.35,17011002,44.45,626226.452469951
"136","abbotji01",1991,729,7.56,10625446,52.92,625630.024576499
"137","eckerde01",1979,740,7.15,10567557,50.05,622117.94242756
"138","harrima01",2012,640,5.82,15788192,40.74,621479.315075677
"139","weaveje02",2011,707,6.92,15517458,48.44,613321.025350729
"140","caldwmi01",1978,880,8.2,10226168,57.4,607241.185145388
"141","whitsed01",1990,686,6.97,10170000,48.79,603645.336244777
"142","johnsjo09",2010,551,7,15238000,49,603153.403512747
"143","kralija01",1961,726,5.96,5138928,41.72,600621.268416749
"144","wangch01",2006,654,6.05,14838304,42.35,590109.316372519
"145","tananfr01",1977,724,8.27,9886833,57.89,588643.900059756
"146","lackejo01",2007,672,6.26,14945506,43.82,584964.146846442
"147","sheetbe01",2004,711,7.21,14609344,50.47,581536.413965609
"148","antonjo02",1954,776,7.54,4872233.33333333,52.78,580728.664395675
"149","hurstbr01",1989,734,6.48,10303744,45.36,579946.550054561
"150","priorma01",2003,634,7.41,14487586,51.87,575356.733185244
"151","maysjo01",2001,701,6.61,14229514,46.27,568232.022853889
"152","lowede01",2002,659,7.24,14360976,50.68,560985.296445625
"153","wilheho01",1959,678,7.61,4720250,53.27,551307.706983141
"154","hunteca01",1975,984,8.06,9214325,56.42,548208.743373918
"155","radkebr01",1999,656,6.57,13764006,45.99,546644.886294449
"156","wadderu01",1904,1149,10.65,974592,74.55,538701.428650868
"157","jenkife01",1971,975,10.1,8897656,70.7,537213.453056945
"158","spahnwa01",1953,797,8.83,4406100,61.81,532424.273514907
"159","colege01",2019,637,6.91,17439058,48.37,528854.647760593
"160","snellbl01",2018,542,7.43,17229392,52.01,523798.110619118
"161","hillejo01",1973,376,7.86,8550033,55.02,520403.910227456
"162","hutchbi01",1891,1683,10.07,663777,70.49,513046.944859267
"163","smoltjo01",1996,761,7.35,12692256,51.45,512934.499130541
"164","handsbi01",1969,900,8.39,8448736,58.73,509963.726074359
"165","scorehe01",1956,748,7.27,4196000,50.89,509655.127713482
"166","keuchda01",2015,696,6.69,16548050,46.83,505275.634473736
"167","roarkta01",2016,630,5.6,16783888,39.2,502391.923519759
"168","nolanga01",1967,680,6.27,8112384,43.89,492401.286619702
"169","wainwad01",2010,691,6.15,15238000,43.05,470302.299067285
"170","malonji01",1965,766,8.19,7765600,57.33,468414.444214548
"171","danksjo01",2008,585,6.38,15047856,44.66,465336.085090568
"172","ryanno01",1981,447,4.67,11187504,32.69,460448.312558176
"173","niekrjo01",1982,810,6.76,11095136,47.32,459017.000006947
"174","vazquja01",2007,650,6.22,14945506,43.54,454970.657167576
"175","schmija01",2004,675,6.77,14609344,47.39,451485.962316933
"176","loaizes01",2003,679,7.18,14487586,50.26,450769.654477364
"177","farretu01",1962,725,7,7225864,49,449314.302554322
"178","quiseda01",1983,417,5.48,10733955,38.36,446377.713485564
"179","gurala01",1980,850,5.98,10911000,41.86,445729.723108768
"180","zitoba01",2002,688,7.2,14360976,50.4,444667.666583691
"181","jurrjja01",2009,645,6.53,15145354,45.71,444302.919375083
"182","buehrma01",2001,664,6,14229514,42,442999.85278449
"183","eichhma01",1986,471,7.25,10518120,50.75,438630.364821612
"184","mclaide01",1968,1008,7.42,6992472,51.94,436429.682891166
"185","keyji01",1987,783,7.37,10437555,51.59,435061.542263678
"186","moyerja01",1999,684,6.5,13764006,45.5,430739.705622672
"187","montejo01",1976,760,6.89,10259316,48.23,428318.284962263
"188","lestejo01",2016,608,5.58,16783888,39.06,419496.772254181
"189","jacksla01",1959,768,7.33,6608350,51.31,414955.84433136
"190","fernajo02",2013,518,6.31,16050202,44.17,405246.60475617
"191","jonessa02",1958,750,6.25,6363700,43.75,403435.234987686
"192","kurodhi01",2012,659,5.27,15788192,36.89,394500.071433691
"193","harenda01",2009,688,6.52,15145354,45.64,382614.381362473
"194","romerri01",2011,675,6.43,15517458,45.01,379147.646089531
"195","zambrca01",2004,629,6.65,14609344,46.55,374581.291914425
"196","rodried05",2019,610,5.97,17439058,41.79,371906.791498629
"197","colonba01",2002,700,7.1,14360976,49.7,368035.628607498
"198","derbyge01",1881,1484,8.72,539781,61.04,366314.945299491
"199","carmofa01",2007,645,6.19,14945506,43.33,363813.618843359
"200","newsobo01",1940,792,7.37,2782500,51.59,359400.102872908
"201","andujjo01",1982,797,5.78,11095136,40.46,358415.255144646
"202","tewksbo01",1992,699,6.39,11066864,44.73,357629.427411609
"203","lolicmi01",1972,982,7.4,8220968,51.8,354686.935776884
"204","pennohe01",1925,831,6.55,2026375,45.85,352895.747006214
"205","hughste01",1942,844,6.19,2692328.57142857,43.33,349336.865710288
"206","mccatst01",1981,557,4.49,10856295,31.43,348876.154218787
"207","leiteal01",1998,579,6.74,13420784,47.18,347875.420027587
"208","rhoderi01",1984,715,5.19,10894884,36.33,346998.820223926
"209","frienbo01",1955,601,5.99,5361666.66666667,41.93,345556.423792425
"210","sainjo01",1948,944,8.48,2664566.66666667,59.36,345498.476240604
"211","candito01",1991,714,7.05,10625446,49.35,344328.256226945
"212","kernji01",1979,429,6.1,10567557,42.7,343121.633211794
"213","welchbo01",1987,755,7.1,10555716,49.7,342759.703040055
"214","truckvi01",1949,825,6.94,2627066.66666667,48.58,342024.998879779
"215","gomezle01",1937,835,9.21,2627148,64.47,341253.559349891
"216","thompju02",1997,670,7.73,13063534,54.11,340142.479855667
"217","roepr01",1945,705,7.28,2541428.57142857,50.96,332394.576254656
"218","goltzda01",1978,661,6.58,10226168,46.06,332125.065459771
"219","guzmaju01",1996,563,6.73,12692256,47.11,331664.569990086
"220","ferrewe01",1935,967,8.15,2526000,57.05,330650.753966034
"221","carpech01",2009,578,6.48,15145354,45.36,329844.351792541
"222","flaheja01",2019,589,5.87,17439058,41.09,325690.964764157
"223","peavyja01",2007,670,6.18,14945506,43.26,325483.379505001
"224","shortch02",1967,598,6.19,8112384,43.33,319801.019216797
"225","carraca01",2017,600,5.47,17011002,38.29,319283.819897942
"226","daviscu01",1934,823,8.49,2476152,59.43,317760.235124052
"227","quintjo01",2016,624,5.41,16783888,37.87,314948.179559075
"228","warnelo01",1932,831,6.91,2377908,48.37,313871.14691505
"229","boddimi01",1990,684,5.9,10170000,41.3,311884.525594864
"230","grayso01",2015,624,5.27,16548050,36.89,310880.948166392
"231","bengera01",1931,741,6.21,2329512,43.47,308356.147643318
"232","waltebu01",1939,957,8.2,2730232,57.4,308078.867902746
"233","sanchan01",2013,546,6.02,16050202,42.14,303881.348410779
"234","millwke01",1999,684,6.16,13764006,43.12,303784.63649634
"235","kaatji01",1975,911,7.71,9214325,53.97,302507.370230468
"236","mcdanli01",1960,349,5.94,6853000,41.58,301731.035942103
"237","haddiha01",1953,759,6.39,4406100,44.73,293862.484660359
"238","lawve01",1959,798,6.53,6608350,45.71,293828.831205788
"239","norrimi01",1980,853,5.86,10911000,41.02,289843.714907229
"240","holtzke01",1970,863,6.4,8613000,44.8,288473.475195918
"241","bauertr01",2018,526,5.74,17229392,40.18,288040.719413684
"242","sutclri01",1982,648,5.66,10797280,39.62,287732.391863049
"243","buchhcl01",2010,521,5.63,15238000,39.41,286932.291914387
"244","tapanke01",1991,732,6.79,10625446,47.53,284743.371730542
"245","millest01",1958,546,4.93,6363700,34.51,284427.475487007
"246","leibrch01",1985,713,6.59,10594375,46.13,283445.945195286
"247","morrija02",1979,593,5.82,10567557,40.74,282808.003091755
"248","wittmi01",1986,807,6.06,10518120,42.42,281952.618111871
"249","hendrky01",2016,570,5.35,16783888,37.45,280428.407267126
"250","perezol01",2004,588,5.72,14609344,40.04,279667.937260919
"251","hillke01",1996,752,6.59,12692256,46.13,279234.816926392
"252","mcgresc01",1983,780,5.3,10733955,37.1,278726.26882336
"253","swindgr01",1988,726,5.92,10352680,41.44,278557.924690258
"254","hernali01",2003,700,6.35,14487586,44.45,278141.907125681
"255","stromma01",2017,603,5.31,17011002,37.17,277443.575016814
"256","carlsha01",1926,802,8.28,2076232,57.96,276421.161118895
"257","martide01",1995,561,5.69,12306950,39.83,276089.743276382
"258","podrejo01",1957,588,5.77,6119050,40.39,274612.371657133
"259","candejo01",1977,692,7.36,10519324,51.52,273984.276366777
"260","muldema01",2001,688,5.62,14229514,39.34,273787.410256265
"261","abernte02",1967,319,6.17,8112384,43.19,271527.625874299
"262","bensokr01",2000,653,5.08,14093200,35.56,270844.8100783
"263","jonesra01",1975,855,7.54,9995200,52.78,268938.325657052
"264","ehmkeho01",1924,945,8.24,1977112,57.68,267703.811442208
"265","astacpe01",1999,696,5.87,13764006,41.09,266229.116131641
"266","fordwh01",1964,734,6.69,5902008,46.83,266139.100313156
"267","shielja02",2011,748,5.77,15517458,40.39,263211.449125809
"268","ringji01",1923,913,7.97,1928443,55.79,262012.320211029
"269","rixeyep01",1925,862,6.46,2026375,45.22,260954.489986803
"270","sorokmi01",2019,524,5.67,17439058,39.69,260803.565046407
"271","severlu01",2017,580,5.3,17011002,37.1,257304.216973656
"272","rommeed01",1922,882,7.29,1880368,51.03,256372.14606735
"273","harderi01",2008,444,5.9,15047856,41.3,256180.159002871
"274","baldwla01",1886,1461,10.75,600516,75.25,253810.23229105
"275","haranaa01",2007,695,6,14945506,42,253439.163250078
"276","martica04",2016,586,5.3,16783888,37.1,253182.113816387
"277","gromest01",1954,758,5.64,3675544.44444444,39.48,251347.998385002
"278","bumgama01",2015,655,5.13,16548050,35.91,251272.992971691
"279","grimebu01",1921,907,7.8,1832887,54.6,250782.330153346
"280","fernasi01",1992,644,6.07,11066864,42.49,250520.818838605
"281","kennejo04",2004,487,5.62,14609344,39.34,249382.82433046
"282","nagych01",1996,666,6.55,12692256,45.85,247512.302321556
"283","fingero01",1981,234,4.21,10856295,29.47,247251.169919105
"284","covelst01",1920,945,8.61,1786000,60.27,245243.270844983
"285","chacijh01",2013,592,5.68,16050202,39.76,244348.726001837
"286","roberda05",1971,809,7.51,8897656,52.57,244102.751364015
"287","millewa04",2001,636,5.28,14229514,36.96,243765.615168018
"288","maglisa01",1951,894,6.64,3543733.33333333,46.48,243118.887191995
"289","beattji01",1984,633,5.13,10666320,35.91,243039.506872408
"290","kneppbo01",1978,780,6.29,10775224,44.03,242596.357796632
"291","wellsda01",1995,609,5.38,12306950,37.66,241657.324218286
"292","corbipa01",2019,606,5.65,17439058,39.55,238912.306801381
"293","bahnsst01",1968,802,6.39,6992472,44.73,238622.617061922
"294","fistedo01",2011,649,5.09,15517458,35.63,237764.418013669
"295","clevimi01",2018,600,5.19,17229392,36.33,237608.663257901
"296","garcifr02",1999,604,5.36,13764006,37.52,237307.533178304
"297","jacksda02",1994,538,4.72,11907616,33.04,234409.910434608
"298","santaer01",2017,634,4.77,17011002,33.39,233637.350002029
"299","fulmemi01",2016,477,5.25,16783888,36.75,230014.830886162
"300","pennybr01",2007,624,5.95,14945506,41.65,229936.868105374
"301","harvema01",2015,568,4.8,16548050,33.6,229382.303824958
"302","houghch01",1985,751,6.31,10594375,44.17,226012.900906656
"303","woodke02",2003,633,6.14,14487586,42.98,223546.945784381
"304","darviyu01",2013,629,5.56,16050202,38.92,223399.075995775
"305","reussje01",1981,458,4.14,11187504,28.98,222163.828050796
"306","zimmejo02",2014,599,4.79,16303488,33.53,222113.818590951
"307","fernaal01",1996,774,6.4,12692256,44.8,221153.269355022
"308","mintogr01",1982,369,5.36,11095136,37.52,220864.6211866
"309","giolilu01",2019,530,5.61,17439058,39.27,219573.276968038
"310","twitcwa01",1973,670,6.68,9454644,46.76,219531.825509086
"311","mcmurcr01",1983,674,5.2,10997596,36.4,218265.613151276
"312","corbedo01",1980,409,5.69,10911000,39.83,218075.223091754
"313","penaal01",1984,598,4.99,10894884,34.93,217434.2270593
"314","wilsocj01",2011,670,4.9,15517458,34.3,216684.531116465
"315","wakefti01",1995,586,5,12306950,35,214610.784743003
"316","tanakma01",2016,599,5.23,16783888,36.61,213783.347350974
"317","cainma01",2009,653,6.13,15145354,42.91,212532.62338761
"318","matsuda01",2008,503,5.38,15047856,37.66,211362.366027539
"319","suttebr01",1977,322,6.55,10519324,45.85,211309.833343981
"320","mooremi01",1985,741,6.3,10594375,44.1,211269.956166824
"321","kazmisc01",2007,620,5.82,14945506,40.74,209937.57378817
"322","mongesi01",1979,393,5.55,10567557,38.85,209703.534470556
"323","leonadu01",1914,674,9.42,1479340,65.94,208483.704285668
"324","polleho01",1949,692,6.49,2903600,45.43,204244.525940893
"325","byrdpa01",2002,685,5.58,14360976,39.06,203099.42256605
"326","darwida01",1993,688,5.69,11494254,39.83,202986.287483624
"327","taillja01",2018,573,4.7,17229392,32.9,202431.452707274
"328","russere01",1913,950,8.89,1429560,62.23,202426.906875107
"329","rayro02",2017,486,4.68,17011002,32.76,200651.283033297
"330","kenneia01",2011,666,4.84,15517458,33.88,200024.445759192
"331","neaglde01",1996,664,6.02,12692256,42.14,199789.56051027
"332","parkch01",2000,678,4.9,14093200,34.3,199786.286960722
"333","sanchaa01",2016,576,5.1,16783888,35.7,198374.315659392
"334","peterga01",1963,729,5.94,5642432,41.58,197574.182550478
"335","wyattwh01",1941,865,6.68,2738457.14285714,46.76,195028.399889839
"336","perezme01",1992,743,5.91,11066864,41.37,194866.016553933
"337","ashbyan01",1995,578,4.92,12306950,34.44,194390.15536147
"338","clancji01",1980,752,5.53,10911000,38.71,194037.531746514
"339","garvene01",1950,780,7.28,2727833.33333333,50.96,193819.786488185
"340","bedarer01",2007,546,5.72,14945506,40.04,193567.395041292
"341","leallu01",1982,749,5.09,10797280,35.63,191939.885301795
"342","passecl01",1940,842,6.74,2782500,47.18,191310.203295975
"343","rushbo01",1955,702,5.45,5361666.66666667,38.15,190940.286197185
"344","hernawi01",1984,421,4.75,10666320,33.25,190257.770396911
"345","pavanca01",2004,667,5.27,14609344,36.89,189831.176029372
"346","marquge01",2018,588,4.66,17229392,32.62,189252.750370879
"347","cuellmi01",1966,682,5.72,7940296,40.04,189056.91520396
"348","johnto01",1979,829,5.49,10567557,38.43,188582.381887243
"349","allenjo02",1937,519,6.23,2627148,43.61,188572.425742085
"350","ruffire01",1937,769,6.23,2627148,43.61,188174.434489914
"351","derripa01",1938,921,5.45,2678448,38.15,187743.815533513
"352","freemma02",1994,338,4.54,11907616,31.78,187027.450657312
"353","cashnan01",2017,500,4.57,17011002,31.99,186508.9660329
"354","greggve01",1911,734,8.83,1331140,61.81,186371.60839015
"355","sewelri01",1944,864,5.96,2593814.28571429,41.72,186115.476684993
"356","medlekr01",2012,414,4.36,15788192,30.52,185418.175397515
"357","kileda01",2001,682,4.89,14229514,34.23,185124.596313775
"358","wilsoea01",1966,792,5.93,6436808,41.51,184154.260665427
"359","pottene01",1945,766,7.15,2541428.57142857,50.05,182397.632756199
"360","youngir01",1905,1134,9.31,1024425,65.17,182122.015337743
"361","hugheph01",2014,629,4.53,16303488,31.71,180534.446221691
"362","bentoal01",1942,680,5.57,2692328.57142857,38.99,180214.319010609
"363","halamjo01",1999,537,4.77,13764006,33.39,180208.329978474
"364","ryuhy01",2019,548,5.07,17439058,35.49,178416.790497297
"365","hardeme01",1935,862,7.31,2526000,51.17,176868.825575939
"366","brownmo01",1909,1028,9.54,1229697,66.78,176533.252095023
"367","cordofr01",1998,661,5.46,13420784,38.22,176324.17093148
"368","brancra01",1947,840,6.92,2430400,48.44,175963.569438413
"369","hadlebu01",1933,950,7.39,2426788,51.73,175735.414519903
"370","herbera01",1960,758,5.77,4895000,40.39,175075.869903633
"371","papeljo01",2006,205,5.02,14838304,35.14,174936.497152847
"372","mayda02",2003,630,5.94,14487586,41.58,174601.727531829
"373","syndeno01",2016,551,5.01,16783888,35.07,173809.209076848
"374","dotsori01",1983,720,5.09,10733955,35.63,173137.98802454
"375","youngma01",1983,611,5.09,10733955,35.63,172941.923332128
"376","burkejo03",2001,658,4.83,14229514,33.81,171957.291140604
"377","jansela01",1951,836,5.54,3543733.33333333,38.78,171712.08994441
"378","boydoi01",1985,817,6.05,10594375,42.35,170807.96951305
"379","willist02",1961,706,4.71,7040736,32.97,170583.524674838
"380","lopezau01",1979,381,5.26,10567557,36.82,170485.933355792
"381","swancr01",1978,622,5.62,10775224,39.34,170298.718005112
"382","mortoch02",2019,584,5.06,17439058,35.42,169253.090852348
"383","sanfoja02",1957,710,4.59,6119050,32.13,168101.128895916
"384","daalom01",1999,644,4.6,13764006,32.2,167009.199047296
"385","jennija01",2006,636,5.01,14838304,35.07,166594.321065913
"386","bosioch01",1989,704,5.43,10263495,38.01,166428.319003388
"387","averyst01",1991,631,5.18,10625446,36.26,166398.36604951
"388","alvarwi01",1993,623,4.93,11494254,34.51,166064.757696058
"389","godleza01",2017,465,4.2,17011002,29.4,165338.871568277
"390","stewada01",1990,801,5.15,10170000,36.05,164814.642002666
"391","barrji01",1976,757,5.55,10259316,38.85,164792.128439269
"392","davisdo02",2004,622,4.94,14609344,34.58,164485.183574615
"393","dresery01",2004,623,4.94,14609344,34.58,164369.267713285
"394","pattejo02",2005,595,4.78,14726250,33.46,163985.604988987
"395","bradlto01",1971,857,6.18,7893957,43.26,163738.730048008
"396","marbefi01",1929,751,6.67,2229367,46.69,163341.908379813
"397","messean01",1975,965,6.47,9995200,45.29,162665.46651101
"398","wilsodo01",1971,804,6.07,8897656,42.49,162593.835791112
"399","busbyst01",1974,877,6.47,8881152,45.29,162004.407793708
"400","stottme01",1965,873,6.84,6166800,47.88,161715.3866751
"401","hellije01",2011,567,4.27,15517458,29.89,161205.511117407
"402","archech01",2015,636,4.13,16548050,28.91,161193.822954221
"403","biebesh01",2019,643,4.95,17439058,34.65,160124.080366962
"404","treinbl01",2018,241,4.24,17229392,29.68,158337.926866982
"405","bentola01",1928,931,6.98,2177728,48.86,158107.495776336
"406","mechegi01",2008,631,4.91,15047856,34.37,158013.908842971
"407","woodtr01",2013,600,4.4,16050202,30.8,157299.096824191
"408","orthal01",1906,1016,7.83,1074852,54.81,156893.797046354
"409","ojedabo01",1986,652,4.72,10673944,33.04,156732.534759711
"410","lyonste01",1927,923,7.26,2126683,50.82,156273.858744198
"411","parromi01",1979,688,5.14,10567557,35.98,155699.282745199
"412","limajo01",1999,739,4.51,13764006,31.57,155403.465256373
"413","anderal02",1988,607,5.2,10352680,36.4,153252.565973728
"414","hoytla01",1982,719,4.94,10797280,34.58,153050.097879734
"415","harnipe01",1998,627,5.12,13420784,35.84,152567.466388392
"416","masteju01",2011,648,4.25,15517458,29.75,152105.56395579
"417","mcbrike01",1961,725,5.08,5138928,35.56,151979.163775424
"418","castilu02",2019,572,4.72,17439058,33.04,151967.056129001
"419","drabomo01",1957,719,4.57,6119050,31.99,150926.7217628
